id,source,cueL1_word,cueL1_lang,cueL2_word,cueL2_lang,n_rows,n_cols,row_words,col_words
cut_cmn3_剪,translation_parallel,cut,en,剪,zh,21,12,cut; slice; knife; scissors; blood; paper; hair; hurt; chop; finger; slash; snip; bleed; out; paste; remove; sever; wound; skin; copy; cut and paste,剪; 剪刀; 刀; 头发; 剪纸; 断; 剪发; 纸; 剪子; 春风; 修剪; 分开
cut_cmn4_分割,translation_parallel,cut,en,分割,zh,21,14,cut; slice; knife; scissors; blood; paper; hair; hurt; chop; finger; slash; snip; bleed; out; paste; remove; sever; wound; skin; copy; cut and paste,分割; 财产; 切割; 分离; 刀; 割裂; 线; 领土; 分开; 分裂; 土地; 小刀; 肉; 黄金分割
cut_cmn5_伤口,translation_parallel,cut,en,伤口,zh,21,12,cut; slice; knife; scissors; blood; paper; hair; hurt; chop; finger; slash; snip; bleed; out; paste; remove; sever; wound; skin; copy; cut and paste,伤口; 血; 疼痛; 流血; 疤痕; 发炎; 撒盐; 消毒; 疼; 创伤; 包扎; 愈合
cut_nl1_knippen,translation_parallel,cut,en,knippen,nl,21,14,cut; slice; knife; scissors; blood; paper; hair; hurt; chop; finger; slash; snip; bleed; out; paste; remove; sever; wound; skin; copy; cut and paste,knippen; schaar; haar; papier; kapper; knutselen; plakken; lint; kapot; kind; kleuter; kort; scherp; snijden
cut_nl2_snijden,translation_parallel,cut,en,snijden,nl,21,14,cut; slice; knife; scissors; blood; paper; hair; hurt; chop; finger; slash; snip; bleed; out; paste; remove; sever; wound; skin; copy; cut and paste,snijden; mes; bloed; pijn; vlees; scherp; groenten; vinger; brood; eten; snee; koken; papier; snijplank
cut_spa1_cortar,translation_parallel,cut,en,cortar,es,21,12,cut; slice; knife; scissors; blood; paper; hair; hurt; chop; finger; slash; snip; bleed; out; paste; remove; sever; wound; skin; copy; cut and paste,cortar; tijera; terminar; cuchillo; dividir; separar; romper; partir; papel; pegar; pelo; rasgar
cut_spa2_corte,translation_parallel,cut,en,corte,es,21,16,cut; slice; knife; scissors; blood; paper; hair; hurt; chop; finger; slash; snip; bleed; out; paste; remove; sever; wound; skin; copy; cut and paste,corte; tijera; pelo; confección; herida; cuchillo; lastimadura; fin; juzgado; quebrada; sangre; tajo; tela; terminar; calle; carne
cut_de1_schnitt,translation_parallel,cut,en,Schnitt,de,21,14,cut; slice; knife; scissors; blood; paper; hair; hurt; chop; finger; slash; snip; bleed; out; paste; remove; sever; wound; skin; copy; cut and paste,Schnitt; Messer; Schere; Film; Haare; Blut; Durchschnitt; Kleid; Kleidung; Wunde; wunde; Schmerz; Schneiden; Trennung
cut_de2_schneiden,translation_parallel,cut,en,schneiden,de,21,11,cut; slice; knife; scissors; blood; paper; hair; hurt; chop; finger; slash; snip; bleed; out; paste; remove; sever; wound; skin; copy; cut and paste,schneiden; Messer; Schere; Gemüse; Papier; Haare; Blut; schere; Brot; Verletzung; Brett
dad_cmn1_爸爸,translation_parallel,dad,en,爸爸,zh,21,10,dad; father; mom; parent; pop; daddy; love; man; papa; family; husband; mother; mum; friend; old; paternal; provider; authority; awesome; baby; brother,爸爸; 妈妈; 父亲; 爷爷; 奶奶; 孩子; 家庭; 父爱; 家人; 男人
dad_cmn2_爸,translation_parallel,dad,en,爸,zh,21,9,dad; father; mom; parent; pop; daddy; love; man; papa; family; husband; mother; mum; friend; old; paternal; provider; authority; awesome; baby; brother,爸; 妈; 父亲; 爹; 妈妈; 爸爸; 家庭; 爷; 爷爷
dad_cmn3_爹,translation_parallel,dad,en,爹,zh,21,9,dad; father; mom; parent; pop; daddy; love; man; papa; family; husband; mother; mum; friend; old; paternal; provider; authority; awesome; baby; brother,爹; 爸爸; 妈; 娘; 爸; 父亲; 儿子; 嗲; 女儿
dad_nl1_papa,translation_parallel,dad,en,papa,nl,21,20,dad; father; mom; parent; pop; daddy; love; man; papa; family; husband; mother; mum; friend; old; paternal; provider; authority; awesome; baby; brother,papa; vader; mama; kind; oud; lief; man; streng; dood; liefde; pa; voorbeeld; werken; gezin; overleden; sterk; gezellig; beste vriend; groot; held
dad_nl2_pa,translation_parallel,dad,en,pa,nl,21,21,dad; father; mom; parent; pop; daddy; love; man; papa; family; husband; mother; mum; friend; old; paternal; provider; authority; awesome; baby; brother,pa; vader; ma; ouder; papa; man; kind; familie; opa; thuis; vake; gezag; lief; ouders; overleden; steun; zus; broer; liefde; sterk; streng
dad_nl3_vader,translation_parallel,dad,en,vader,nl,21,21,dad; father; mom; parent; pop; daddy; love; man; papa; family; husband; mother; mum; friend; old; paternal; provider; authority; awesome; baby; brother,vader; moeder; papa; ouder; pa; kind; thuis; man; dood; zoon; familie; ouders; baard; gezin; god; gezinshoofd; lief; opa; sterk; vake; verantwoordelijkheid
dad_spa1_papá,translation_parallel,dad,en,papá,es,21,10,dad; father; mom; parent; pop; daddy; love; man; papa; family; husband; mother; mum; friend; old; paternal; provider; authority; awesome; baby; brother,papá; mamá; padre; amor; hijo; familia; hombre; cariño; progenitor; viejo
dad_de1_papa,translation_parallel,dad,en,Papa,de,21,10,dad; father; mom; parent; pop; daddy; love; man; papa; family; husband; mother; mum; friend; old; paternal; provider; authority; awesome; baby; brother,Papa; Mama; Vater; Familie; Liebe; Kind; Kinder; Eltern; Mann; Abenteuer
damage_cmn1_损坏,translation_parallel,damage,en,损坏,zh,21,10,damage; hurt; break; destroy; car; collateral; control; destruction; pain; fire; harm; hit points; injury; repair; wreckage; accident; dent; flood; goods; injure; mar,损坏; 破坏; 赔偿; 物品; 公物; 修复; 东西; 名誉; 坏了; 心疼
damage_cmn3_破坏,translation_parallel,damage,en,破坏,zh,21,14,damage; hurt; break; destroy; car; collateral; control; destruction; pain; fire; harm; hit points; injury; repair; wreckage; accident; dent; flood; goods; injure; mar,破坏; 废墟; 环境; 地震; 毁灭; 坏了; 战争; 熊孩子; 修复; 关系; 毁坏; 灾难; 伤害; 土壤
damage_cmn4_伤害,translation_parallel,damage,en,伤害,zh,21,11,damage; hurt; break; destroy; car; collateral; control; destruction; pain; fire; harm; hit points; injury; repair; wreckage; accident; dent; flood; goods; injure; mar,伤害; 伤心; 痛苦; 伤口; 刀; 受伤; 疼痛; 自己; 难过; 人; 伤痛
damage_nl1_schade,translation_parallel,damage,en,schade,nl,21,20,damage; hurt; break; destroy; car; collateral; control; destruction; pain; fire; harm; hit points; injury; repair; wreckage; accident; dent; flood; goods; injure; mar,schade; kapot; auto; verzekering; ongeval; stuk; storm; brand; nadeel; water; kosten; vergoeding; verlies; betalen; ongeluk; geld; berokkenen; claim; brokken; huis
damage_spa1_daño,translation_parallel,damage,en,daño,es,21,12,damage; hurt; break; destroy; car; collateral; control; destruction; pain; fire; harm; hit points; injury; repair; wreckage; accident; dent; flood; goods; injure; mar,daño; dolor; lastimar; herida; mal; maldad; romper; roto; herir; malo; rotura; ruptura
damage_de1_beschädigen,translation_parallel,damage,en,beschädigen,de,21,14,damage; hurt; break; destroy; car; collateral; control; destruction; pain; fire; harm; hit points; injury; repair; wreckage; accident; dent; flood; goods; injure; mar,beschädigen; kaputt; zerstören; Auto; kaputt machen; kaputtmachen; Ruf; Schaden; Unfall; Kratzer; Versicherung; Zerstörung; reparieren; Eigentum
dangerous_cmn1_危险,translation_parallel,dangerous,en,危险,zh,21,14,dangerous; scary; risky; bad; risk; caution; criminal; animal; death; evil; injury; car; dark; deadly; fear; fire; knife; liaisons; man; Michael Jackson; minds,危险; 安全; 悬崖; 生命; 事故; 关系; 火; 紧张; danger; 人物; 刀; 危机; 地震; 害怕
dangerous_cmn2_惊险,translation_parallel,dangerous,en,惊险,zh,21,12,dangerous; scary; risky; bad; risk; caution; criminal; animal; death; evil; injury; car; dark; deadly; fear; fire; knife; liaisons; man; Michael Jackson; minds,惊险; 刺激; 危险; 害怕; 冒险; 惊吓; 有惊无险; 悬崖; 过山车; 可怕; 探险; 极限运动
dangerous_nl1_gevaarlijk,translation_parallel,dangerous,en,gevaarlijk,nl,21,21,dangerous; scary; risky; bad; risk; caution; criminal; animal; death; evil; injury; car; dark; deadly; fear; fire; knife; liaisons; man; Michael Jackson; minds,gevaarlijk; verkeer; angst; vuur; dood; pijn; risico; bang; donker; mes; auto; ongeval; geweer; kick; rood; schrik; avontuur; crimineel; danger; dangerous; hond
dangerous_spa1_peligroso,translation_parallel,dangerous,en,peligroso,es,21,13,dangerous; scary; risky; bad; risk; caution; criminal; animal; death; evil; injury; car; dark; deadly; fear; fire; knife; liaisons; man; Michael Jackson; minds,peligroso; cuidado; miedo; riesgo; arriesgado; riesgoso; malo; muerte; alerta; atención; calle; dañino; oscuro
dangerous_de1_gefährlich,translation_parallel,dangerous,en,gefährlich,de,21,14,dangerous; scary; risky; bad; risk; caution; criminal; animal; death; evil; injury; car; dark; deadly; fear; fire; knife; liaisons; man; Michael Jackson; minds,gefährlich; Angst; Vorsicht; Gefahr; Feuer; Tier; Unfall; angst; Risiko; Waffe; Messer; Tiger; riskant; wild
daughter_cmn1_女儿,translation_parallel,daughter,en,女儿,zh,15,10,daughter; son; mother; girl; father; child; family; sister; female; love; young; woman; wife; brother; cute,女儿; 可爱; 儿子; 妈妈; 爸爸; 女孩; 宝贝; 我; 公主; 小棉袄
daughter_nl1_dochter,translation_parallel,daughter,en,dochter,nl,15,18,daughter; son; mother; girl; father; child; family; sister; female; love; young; woman; wife; brother; cute,dochter; meisje; moeder; kind; zoon; vader; lief; familie; vrouw; broer; liefde; mooi; ouders; zus; jong; baby; beschermen; geluk
daughter_spa1_hija,translation_parallel,daughter,en,hija,es,15,13,daughter; son; mother; girl; father; child; family; sister; female; love; young; woman; wife; brother; cute,hija; amor; madre; familia; niña; hijo; mujer; padre; chica; bebé; compañera; menor; pequeña
daughter_de1_tochter,translation_parallel,daughter,en,Tochter,de,15,9,daughter; son; mother; girl; father; child; family; sister; female; love; young; woman; wife; brother; cute,Tochter; Mutter; Sohn; Kind; Vater; Familie; Eltern; Mädchen; Schwester
death_cmn1_死亡,translation_parallel,death,en,死亡,zh,21,19,death; life; end; black; funeral; dying; sad; Grim Reaper; sadness; dark; murder; old; deceased; final; gone; grave; scythe; casket; coffin; dead; finality,死亡; 结束; 痛苦; 安宁; 安静; 害怕; 必然; 新生; 活着; 生命; 终结; 黑暗; 黑色; 人; 再见; 医院; 去世; 尸体; 开始
death_cmn2_死,translation_parallel,death,en,死,zh,21,13,death; life; end; black; funeral; dying; sad; Grim Reaper; sadness; dark; murder; old; deceased; final; gone; grave; scythe; casket; coffin; dead; finality,死; 死亡; 生; 自杀; 亡; 去世; 活; 坟墓; 棺材; 死神; 生命; 去死; 害怕
death_nl1_dood,translation_parallel,death,en,dood,nl,21,18,death; life; end; black; funeral; dying; sad; Grim Reaper; sadness; dark; murder; old; deceased; final; gone; grave; scythe; casket; coffin; dead; finality,dood; kist; verdriet; begrafenis; zwart; leven; kerkhof; graf; kruis; oud; pijn; lijk; doodskist; kerk; sterven; grond; hemel; angst
death_spa1_muerte,translation_parallel,death,en,muerte,es,21,17,death; life; end; black; funeral; dying; sad; Grim Reaper; sadness; dark; murder; old; deceased; final; gone; grave; scythe; casket; coffin; dead; finality,muerte; fin; vida; dolor; miedo; tristeza; cementerio; ataúd; cajón; nada; parca; soledad; triste; angustia; ausencia; cambio; duelo
death_de1_tod,translation_parallel,death,en,Tod,de,21,15,death; life; end; black; funeral; dying; sad; Grim Reaper; sadness; dark; murder; old; deceased; final; gone; grave; scythe; casket; coffin; dead; finality,Tod; sterben; Leben; Trauer; Sterben; Friedhof; schwarz; Ende; Sarg; Erde; Grab; Krankenhaus; Oma; Schmerz; Verderben
decision_cmn1_决定,translation_parallel,decision,en,决定,zh,21,12,decision; choice; make; final; maker; time; choose; decide; thought; answer; difficult; hard; plan; right; action; agreement; decisive; good; idea; important; option,决定; 决心; 抉择; 决策; 思考; 坚决; 坚定; 未来; 艰难; 努力; 果断; 目标
decision_nl1_beslissing,translation_parallel,decision,en,beslissing,nl,21,21,decision; choice; make; final; maker; time; choose; decide; thought; answer; difficult; hard; plan; right; action; agreement; decisive; good; idea; important; option,beslissing; keuze; moeilijk; nemen; besluit; definitief; dilemma; kiezen; twijfel; oordeel; besluiten; ja; nadenken; overwegen; vergadering; gevolg; goed; idee; knoop doorhakken; moet genomen worden; nu
decision_nl2_besluit,translation_parallel,decision,en,besluit,nl,21,21,decision; choice; make; final; maker; time; choose; decide; thought; answer; difficult; hard; plan; right; action; agreement; decisive; good; idea; important; option,besluit; einde; conclusie; beslissing; definitief; samenvatting; gedaan; slot; vergadering; wet; vast; nemen; zeker; afgerond; afronding; afronden; beslissen; gevolg; koninklijk; oplossing; resultaat
decision_spa1_decisión,translation_parallel,decision,en,decisión,es,21,16,decision; choice; make; final; maker; time; choose; decide; thought; answer; difficult; hard; plan; right; action; agreement; decisive; good; idea; important; option,decisión; elección; difícil; importante; seguridad; opción; pensar; camino; determinación; elegir; tomar; alternativa; buena; cambio; certeza; confianza
decision_de1_beschluss,translation_parallel,decision,en,Beschluss,de,21,13,decision; choice; make; final; maker; time; choose; decide; thought; answer; difficult; hard; plan; right; action; agreement; decisive; good; idea; important; option,Beschluss; Entscheidung; Sitzung; Abschluss; Ende; Festlegung; endgültig; Entscheid; Entschluss; Gremium; Politik; festgelegt; Amt
decision_de2_entschluss,translation_parallel,decision,en,Entschluss,de,21,9,decision; choice; make; final; maker; time; choose; decide; thought; answer; difficult; hard; plan; right; action; agreement; decisive; good; idea; important; option,Entschluss; Entscheidung; endgültig; fassen; Konsequenz; Ziel; fest; Überzeugung; Auswahl
decision_de3_entscheidung,translation_parallel,decision,en,Entscheidung,de,21,12,decision; choice; make; final; maker; time; choose; decide; thought; answer; difficult; hard; plan; right; action; agreement; decisive; good; idea; important; option,Entscheidung; treffen; schwer; Ergebnis; Wahl; wichtig; Entschluss; richtig; Ende; Fehler; fällen; schwierig
definition_cmn1_定义,translation_parallel,definition,en,定义,zh,17,9,definition; meaning; word; dictionary; define; explanation; thesaurus; description; explain; Google; book; classification; English; exact; finite; knowledge; muscle,定义; 数学; 解释; 下定义; 概念; 含义; 意义; 语文; 公式
definition_nl1_definitie,translation_parallel,definition,en,definitie,nl,17,17,definition; meaning; word; dictionary; define; explanation; thesaurus; description; explain; Google; book; classification; English; exact; finite; knowledge; muscle,definitie; wiskunde; omschrijving; uitleg; bepaling; betekenis; woordenboek; beschrijving; verklaring; school; begrip; woorden; definitief; vast; einde; leren; zin
definition_spa1_definición,translation_parallel,definition,en,definición,es,17,9,definition; meaning; word; dictionary; define; explanation; thesaurus; description; explain; Google; book; classification; English; exact; finite; knowledge; muscle,definición; diccionario; palabra; significado; explicación; concepto; claridad; definir; respuesta
definition_de1_definition,translation_parallel,definition,en,Definition,de,17,15,definition; meaning; word; dictionary; define; explanation; thesaurus; description; explain; Google; book; classification; English; exact; finite; knowledge; muscle,Definition; Erklärung; Begriff; Mathematik; Beschreibung; Lexikon; Bedeutung; Festlegung; Klarheit; Wikipedia; Abgrenzung; Bestimmung; Genauigkeit; Antwort; Duden
degree_cmn1_程度,translation_parallel,degree,en,程度,zh,20,10,degree; temperature; college; university; amount; masters; Celsius; education; PhD; bachelor; angle; doctorate; Fahrenheit; school; heat; hot; cold; extent; level; severity,程度; 水平; 严重; 教育; 深度; 深浅; 学习; 文化; 深刻; 高
degree_cmn2_学位,translation_parallel,degree,en,学位,zh,20,11,degree; temperature; college; university; amount; masters; Celsius; education; PhD; bachelor; angle; doctorate; Fahrenheit; school; heat; hot; cold; extent; level; severity,学位; 硕士; 大学; 博士; 证书; 学士; 本科; 毕业; 论文; 工作; 努力
degree_cmn3_度,translation_parallel,degree,en,度,zh,20,12,degree; temperature; college; university; amount; masters; Celsius; education; PhD; bachelor; angle; doctorate; Fahrenheit; school; heat; hot; cold; extent; level; severity,度; 温度; 度量; 百度; 量; 尺度; 度量衡; 摄氏度; 程度; 大度; 发烧; 天气
degree_nl1_graad,translation_parallel,degree,en,graad,nl,20,19,degree; temperature; college; university; amount; masters; Celsius; education; PhD; bachelor; angle; doctorate; Fahrenheit; school; heat; hot; cold; extent; level; severity,graad; temperatuur; rang; diploma; leger; niveau; warm; warmte; koud; school; celcius; studie; brandwonde; celsius; vis; ernst; hoog; koorts; militair
degree_spa1_grado,translation_parallel,degree,en,grado,es,20,16,degree; temperature; college; university; amount; masters; Celsius; education; PhD; bachelor; angle; doctorate; Fahrenheit; school; heat; hot; cold; extent; level; severity,grado; temperatura; nivel; escuela; curso; Celsius; clase; jerarquía; ángulo; año; calor; educación; primaria; universidad; alto; altura
degree_de1_grad,translation_parallel,degree,en,Grad,de,20,12,degree; temperature; college; university; amount; masters; Celsius; education; PhD; bachelor; angle; doctorate; Fahrenheit; school; heat; hot; cold; extent; level; severity,Grad; Celsius; Temperatur; Winkel; warm; Berg; Fahrenheit; kalt; Einheit; Hitze; Wärme; Breitengrad
dentist_cmn1_牙医,translation_parallel,dentist,en,牙医,zh,18,14,dentist; teeth; pain; drill; chair; doctor; white; clean; cavity; mouth; office; appointment; floss; dentures; fear; fillings; ouch; tools,牙医; 疼; 医生; 牙齿; 蛀牙; 疼痛; 拔牙; 医院; 诊所; 贵; 护士; 智齿; 牙科; 白色
dentist_nl1_tandarts,translation_parallel,dentist,en,tandarts,nl,18,19,dentist; teeth; pain; drill; chair; doctor; white; clean; cavity; mouth; office; appointment; floss; dentures; fear; fillings; ouch; tools,tandarts; pijn; tanden; wit; boor; gaatje; stoel; beugel; dokter; spuit; gebit; boren; verdoving; niet leuk; steriel; tandpasta; tang; vulling; wachtkamer
dentist_spa1_dentista,translation_parallel,dentist,en,dentista,es,18,13,dentist; teeth; pain; drill; chair; doctor; white; clean; cavity; mouth; office; appointment; floss; dentures; fear; fillings; ouch; tools,dentista; dientes; dolor; odontólogo; muela; torno; blanco; salud; miedo; caries; dentadura; estética; médico
dentist_de1_zahnarzt,translation_parallel,dentist,en,Zahnarzt,de,18,15,dentist; teeth; pain; drill; chair; doctor; white; clean; cavity; mouth; office; appointment; floss; dentures; fear; fillings; ouch; tools,Zahnarzt; Schmerz; Bohrer; bohren; Schmerzen; weiß; Angst; Füllung; Kittel; Karies; Prophylaxe; Weiß; Zahn; schmerzen; Aua
desire_cmn1_欲望,translation_parallel,desire,en,欲望,zh,14,13,desire; want; lust; need; love; sex; longing; wish; hope; covet; heart; passion; red; greed,欲望; 金钱; 都市; 性; 贪婪; 钱; 人性; 欲壑难填; 欲求; 七宗罪; 吃饭; 强烈; 心
desire_nl1_verlangen,translation_parallel,desire,en,verlangen,nl,14,21,desire; want; lust; need; love; sex; longing; wish; hope; covet; heart; passion; red; greed,verlangen; liefde; wens; willen; droom; lust; passie; sex; vrouw; hopen; lekker; uitkijken; begeerte; graag; hebben; hoop; koesteren; rust; seks; smachten; toekomst
desire_spa1_deseo,translation_parallel,desire,en,deseo,es,14,16,desire; want; lust; need; love; sex; longing; wish; hope; covet; heart; passion; red; greed,deseo; querer; anhelo; sueño; placer; amor; ganas; sexo; ansia; esperanza; espera; gusto; soñar; búsqueda; cumplir; dinero
desire_de1_begierde,translation_parallel,desire,en,Begierde,de,14,11,desire; want; lust; need; love; sex; longing; wish; hope; covet; heart; passion; red; greed,Begierde; Lust; Sex; Verlangen; Geld; Neid; wollen; Gier; Wissen; gier; Anziehung
desire_de2_lust,translation_parallel,desire,en,Lust,de,14,11,desire; want; lust; need; love; sex; longing; wish; hope; covet; heart; passion; red; greed,Lust; Sex; Spaß; Freude; Essen; Laune; essen; geil; Gefühl; Motivation; Verlangen
destruction_cmn1_破坏,translation_parallel,destruction,en,破坏,zh,21,14,destruction; destroy; construction; explosion; fire; war; bomb; chaos; break; ruin; death; demolition; rubble; building; wreck; annihilation; apocalypse; demolish; devastation; disaster; loss,破坏; 废墟; 环境; 地震; 毁灭; 坏了; 战争; 熊孩子; 修复; 关系; 毁坏; 灾难; 伤害; 土壤
destruction_cmn2_毁灭,translation_parallel,destruction,en,毁灭,zh,21,12,destruction; destroy; construction; explosion; fire; war; bomb; chaos; break; ruin; death; demolition; rubble; building; wreck; annihilation; apocalypse; demolish; devastation; disaster; loss,毁灭; 地球; 世界; 末日; 破坏; 世界末日; 死亡; 灾难; 爆炸; 人; 人类; 崩塌
destruction_spa1_destrucción,translation_parallel,destruction,en,destrucción,es,21,14,destruction; destroy; construction; explosion; fire; war; bomb; chaos; break; ruin; death; demolition; rubble; building; wreck; annihilation; apocalypse; demolish; devastation; disaster; loss,destrucción; romper; guerra; bomba; escombros; explosión; construcción; rotura; ruina; terremoto; demolición; desastre; edificio; final
destruction_de1_zerstörung,translation_parallel,destruction,en,Zerstörung,de,21,10,destruction; destroy; construction; explosion; fire; war; bomb; chaos; break; ruin; death; demolition; rubble; building; wreck; annihilation; apocalypse; demolish; devastation; disaster; loss,Zerstörung; Krieg; kaputt; Bombe; krieg; Wut; Gewalt; Explosion; Leid; Bomben
determination_cmn1_决心,translation_parallel,determination,en,决心,zh,21,9,determination; strong; goal; will; drive; hard; work; courage; focus; perseverance; decision; determine; fortitude; persistence; strength; grit; need; passion; persevere; success; willpower,决心; 坚定; 毅力; 目标; 努力; 坚持; 决定; 计划; 下
determination_spa1_determinación,translation_parallel,determination,en,determinación,es,21,10,determination; strong; goal; will; drive; hard; work; courage; focus; perseverance; decision; determine; fortitude; persistence; strength; grit; need; passion; persevere; success; willpower,determinación; decisión; voluntad; firmeza; seguridad; actitud; carácter; confianza; acción; conclusión
determination_de1_bestimmung,translation_parallel,determination,en,Bestimmung,de,21,14,determination; strong; goal; will; drive; hard; work; courage; focus; perseverance; decision; determine; fortitude; persistence; strength; grit; need; passion; persevere; success; willpower,Bestimmung; Schicksal; Ziel; Aufgabe; Beruf; Berufung; Zukunft; Glaube; Leben; Zweck; Antwort; Befehl; Gesetz; Lebensaufgabe
determination_de2_entschluss,translation_parallel,determination,en,Entschluss,de,21,9,determination; strong; goal; will; drive; hard; work; courage; focus; perseverance; decision; determine; fortitude; persistence; strength; grit; need; passion; persevere; success; willpower,Entschluss; Entscheidung; endgültig; fassen; Konsequenz; Ziel; fest; Überzeugung; Auswahl
development_cmn1_发展,translation_parallel,development,en,发展,zh,21,10,development; building; arrested; growth; child; housing; progress; work; project; construction; country; mental; business; childhood; grow; learning; study; change; city; create; future,发展; 经济; 心理学; 未来; 进步; 可持续; 前途; 国家; 社会; 麻将
development_nl1_ontwikkeling,translation_parallel,development,en,ontwikkeling,nl,21,21,development; building; arrested; growth; child; housing; progress; work; project; construction; country; mental; business; childhood; grow; learning; study; change; city; create; future,ontwikkeling; kind; evolutie; groei; afrika; vooruitgang; foto; groeien; baby; derde wereld; beter; leren; ontwikkelingsland; opleiding; studeren; arme landen; embryo; fotos; mens; opvoeding; school
development_spa1_desarrollo,translation_parallel,development,en,desarrollo,es,21,15,development; building; arrested; growth; child; housing; progress; work; project; construction; country; mental; business; childhood; grow; learning; study; change; city; create; future,desarrollo; crecimiento; evolución; progreso; país; mejorar; avance; crecer; humano; futuro; proceso; proyecto; avanzado; avanzar; cambio
development_de1_weiterentwicklung,translation_parallel,development,en,Weiterentwicklung,de,21,9,development; building; arrested; growth; child; housing; progress; work; project; construction; country; mental; business; childhood; grow; learning; study; change; city; create; future,Weiterentwicklung; Fortschritt; Evolution; Verbesserung; Wachstum; Kinder; Fortbildung; lernen; wachsen
diet_cmn1_节食,translation_parallel,diet,en,节食,zh,17,9,diet; food; weight; fat; coke; soda; skinny; calories; eat; health; healthy; nutrition; thin; salad; exercise; hunger; hungry,节食; 减肥; 饿; 蔬菜; 健康; 瘦; 运动; 饥饿; 不健康
diet_cmn2_饮食,translation_parallel,diet,en,饮食,zh,17,12,diet; food; weight; fat; coke; soda; skinny; calories; eat; health; healthy; nutrition; thin; salad; exercise; hunger; hungry,饮食; 健康; 习惯; 吃饭; 男女; 规律; 减肥; 美味; 食物; 均衡; 文化; 暴饮暴食
diet_nl1_dieet,translation_parallel,diet,en,dieet,nl,17,21,diet; food; weight; fat; coke; soda; skinny; calories; eat; health; healthy; nutrition; thin; salad; exercise; hunger; hungry,dieet; eten; dik; mager; honger; vermageren; slank; fruit; groenten; vrouwen; weegschaal; water; calorieën; gezond; sport; saai; afvallen; groente; sla; vet; voeding
diet_spa1_dieta,translation_parallel,diet,en,dieta,es,17,17,diet; food; weight; fat; coke; soda; skinny; calories; eat; health; healthy; nutrition; thin; salad; exercise; hunger; hungry,dieta; comida; régimen; salud; peso; adelgazar; hambre; saludable; light; verduras; alimentación; frutas; comer; gordo; alimentos; balanza; calorías
diet_de1_diät,translation_parallel,diet,en,Diät,de,17,14,diet; food; weight; fat; coke; soda; skinny; calories; eat; health; healthy; nutrition; thin; salad; exercise; hunger; hungry,Diät; Essen; abnehmen; Abnehmen; Ernährung; Hunger; Gesundheit; Gewicht; essen; Gemüse; Kalorien; schlank; Übergewicht; Abgeordnete
difference_cmn1_差异,translation_parallel,difference,en,差异,zh,21,12,difference; same; change; different; opposite; similarity; other; between; subtraction; make; minus; odd; similar; apart; color; not the same; race; separate; what's the; distinction; math,差异; 不同; 差别; 性别; 文化; 区别; 人; 包容; 个体; 差距; 性格; 显著
difference_cmn2_差别,translation_parallel,difference,en,差别,zh,21,9,difference; same; change; different; opposite; similarity; other; between; subtraction; make; minus; odd; similar; apart; color; not the same; race; separate; what's the; distinction; math,差别; 不同; 差异; 男女; 性别; 歧视; 不一样; 差距; 待遇
difference_cmn3_区别,translation_parallel,difference,en,区别,zh,21,9,difference; same; change; different; opposite; similarity; other; between; subtraction; make; minus; odd; similar; apart; color; not the same; race; separate; what's the; distinction; math,区别; 对待; 不同; 区分; 差异; 差别; 联系; 歧视; 男女
difference_nl1_verschil,translation_parallel,difference,en,verschil,nl,21,21,difference; same; change; different; opposite; similarity; other; between; subtraction; make; minus; odd; similar; apart; color; not the same; race; separate; what's the; distinction; math,verschil; anders; min; onderscheid; wiskunde; aftrekken; minder; ongelijk; gelijkheid; rekenen; groot; kleur; mensen; niet gelijk; rekensom; tussen; aftrekking; gelijk; maken; prijzen; saldo
difference_spa1_diferencia,translation_parallel,difference,en,diferencia,es,21,13,difference; same; change; different; opposite; similarity; other; between; subtraction; make; minus; odd; similar; apart; color; not the same; race; separate; what's the; distinction; math,diferencia; distinto; igualdad; diferente; desigualdad; desigual; entre; igual; resta; similitud; comparación; desacuerdo; discrepancia
difference_de1_unterschied,translation_parallel,difference,en,Unterschied,de,21,11,difference; same; change; different; opposite; similarity; other; between; subtraction; make; minus; odd; similar; apart; color; not the same; race; separate; what's the; distinction; math,Unterschied; Differenz; anders; verschieden; Vergleich; groß; klein; Gemeinsamkeit; Geschlecht; Ungleichheit; Gegensatz
difference_de2_differenz,translation_parallel,difference,en,Differenz,de,21,9,difference; same; change; different; opposite; similarity; other; between; subtraction; make; minus; odd; similar; apart; color; not the same; race; separate; what's the; distinction; math,Differenz; Unterschied; Mathematik; Minus; Streit; Mathe; Summe; minus; rechnen
difficult_cmn1_难,translation_parallel,difficult,en,难,zh,17,13,difficult; hard; challenging; easy; tough; work; not easy; trying; complicated; task; complex; impossible; problem; strenuous; stubborn; test; arduous,难; 困难; 容易; 易; 数学; 物理; 简单; 考试; 艰难; 受; 民; 过; 做题
difficult_cmn2_困难,translation_parallel,difficult,en,困难,zh,17,12,difficult; hard; challenging; easy; tough; work; not easy; trying; complicated; task; complex; impossible; problem; strenuous; stubborn; test; arduous,困难; 克服; 简单; 解决; 学习; 艰难; 重重; 容易; 弹簧; 生活; 不怕; 任务
difficult_cmn3_艰难,translation_parallel,difficult,en,艰难,zh,17,10,difficult; hard; challenging; easy; tough; work; not easy; trying; complicated; task; complex; impossible; problem; strenuous; stubborn; test; arduous,艰难; 困苦; 困难; 生活; 人生; 险阻; 前进; 困境; 工作; 痛苦
