ID_x	ENG 1	ENG 2	PoS_x	CMN 1	CMN 2	SPA 1	SPA 2	NL 1	NL 2	DE 1	DE 2	CMN	ENG	SPA	scores	NL	DE	ENG 1_Associations	ENG 1_Association_Freqs	ENG 2_Associations	ENG 2_Association_Freqs	CMN 1_Associations	CMN 1_Association_Freqs	CMN 2_Associations	CMN 2_Association_Freqs	DE 1_Associations	DE 1_Association_Freqs	DE 2_Associations	DE 2_Association_Freqs	NL 1_Associations	NL 1_Association_Freqs	NL 2_Associations	NL 2_Association_Freqs	SPA 1_Associations	SPA 1_Association_Freqs	SPA 2_Associations	SPA 2_Association_Freqs
861	mud	dirt	nouns	泥	泥土	barro	suciedad	modder	aarde	Schlamm	Schmutz	5.090909090909091	3.692307692307693	2.3	3.475874125874126	3.86666666666667	4.0615384614	dirt; brown; dirty; water; wet; pie; puddle; rain; messy; clay; gross; muddy; pigs; slide; boots; chocolate; earth; fun; muck; soil	51; 23; 16; 16; 10; 7; 7; 7; 6; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3	mud; earth; soil; dust; brown; dirty; ground; worms; grass; grime; black; clean; filth; plant; rocks; poor; sand; bag; fingernails	36; 18; 16; 14; 13; 11; 10; 9; 7; 6; 5; 5; 5; 5; 5; 4; 4; 3; 3	泥巴; 土; 脏; 泥土; 水; 土地; 巴; 春泥; 水泥	12; 11; 10; 8; 6; 5; 5; 3; 3	芬芳; 蚯蚓; 脏; 花; 发芽; 植物; 花朵; 大地; 棕色; 芳香; 下雨; 土壤; 庄稼	9; 8; 7; 7; 4; 4; 4; 3; 3; 3; 2; 2; 2	Dreck; Matsch; braun; Erde; Regen; Wasser; dreckig; Pfütze; nass; Natur; Schlacht	22; 20; 13; 8; 5; 5; 5; 4; 4; 3; 3	Dreck; putzen; dreckig; Putzen; Staub; Schlamm; Wäsche; Müll; Schmutzfink; Schuhe	34; 12; 11; 10; 5; 4; 3; 2; 2; 2	vuil; bruin; water; regen; slijk; vies; zand; aarde; varken; bos; nat; gevecht; scouts; chiro; modderbad; plakkerig; bad; drek	57; 27; 15; 14; 14; 13; 11; 10; 9; 7; 7; 6; 4; 3; 3; 3; 2; 2	rond; grond; bol; planeet; wereld; water; bruin; zand; blauw; heelal; groot; lucht; zon; maan; mensen; vuil; vuur; zee; bloemen; groen	28; 27; 16; 16; 15; 14; 13; 13; 10; 7; 6; 6; 5; 4; 4; 4; 4; 4; 3; 3	tierra; sucio; lodo; agua; lluvia; marrón; mugre; casa; humedad	28; 17; 16; 8; 6; 6; 5; 4; 4	mugre; basura; polvo; asco; limpieza; tierra; calle; dejadez; feo; olor	29; 10; 8; 5; 5; 5; 4; 4; 4; 4
870	money	capital	nouns	钱	资本	dinero	capital	geld	kapitaal	Geld	Vermögen	3.5454545454545454	3.076923076923077	4.3	3.345804195804196	5.82758620689655	4.569230769	cash; dollars; coins; green; currency; wealth; rich; bills; bank; spend; greed; power; evil; work; buy; lucre; notes; root of evil; time; wallet	38; 22; 14; 11; 10; 10; 8; 7; 6; 6; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3	city; money; letter; Washington; state; punishment; building; investment; gains; important; main; top; big; capitol; country; business; DC; head; London	50; 27; 23; 13; 10; 8; 6; 6; 5; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3	钱包; 人民币; 购物; 喜欢; 工作; 穷; 钞票; money; 工资; 想要; 房子; 旅游; 没有	11; 7; 4; 3; 3; 3; 3; 2; 2; 2; 2; 2; 2	钱; 资本主义; 资本家; 金钱; 马克思; 主义; 美国; 运作; 市场; 社会主义; 积累; 商业	11; 7; 7; 7; 6; 4; 4; 4; 3; 3; 3; 2	Bank; Macht; Reichtum; Scheine; Kohle; Euro; Moneten; Schein; Wert; Arbeit; Asche; Münze; Portemonnaie; Sorgen; Währung	8; 7; 7; 6; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3	Geld; Können; Reichtum; reich; Besitz; Bank; Fähigkeit; Gold; Guthaben	40; 13; 12; 9; 6; 4; 4; 3; 2	rijk; euro; kopen; munten; bank; werken; briefjes; portefeuille; betalen; dollar; rijkdom; veel; biljetten; duur; kleren; bankkaart; winkel; groen; macht; muntstuk	26; 19; 11; 11; 10; 10; 9; 9; 8; 6; 6; 6; 5; 5; 5; 4; 4; 3; 3; 3	geld; bank; rijk; macht; rijkdom; vermogen; sparen; aandelen; huis; investeren; beurs; bezit; crisis; marx; beleggen	81; 25; 20; 9; 9; 9; 6; 5; 5; 5; 4; 4; 4; 4; 3	plata; billete; moneda; necesidad; poder; trabajo; banco; efectivo; mucho; riqueza; sueldo; verde; avaricia; billetera; cambio; capitalismo; casa; cien; codicia	27; 13; 11; 6; 6; 4; 3; 3; 3; 3; 3; 3; 2; 2; 2; 2; 2; 2; 2	ciudad; dinero; país; centro; federal; Montevideo; Buenos Aires; edificios; letra; Marx; plata; ahorro	28; 20; 12; 10; 8; 7; 6; 4; 3; 3; 3; 2
899	despair	misery	nouns	绝望	苦难	desesperación	miseria	wanhoop	ellende	Verzweiflung	Unglück	2.363636363636364	4.6923076923076925	2.4	2.807692307692308	4.2	2.630769231	sad; sadness; depression; hopeless; cry; loss; hopelessness; grief; hope; lonely; lost; pain; sorrow; depressed; desperate; fear; give up; loneliness; melancholy	29; 26; 15; 14; 8; 7; 6; 5; 5; 5; 5; 5; 5; 4; 4; 4; 3; 3; 3	sad; sadness; pain; company; depression; crying; despair; sorrow; grief; movie; tears; unhappiness; grey; lonely; poor; angry; book; death; miserable; suffering	37; 27; 24; 11; 9; 7; 7; 7; 5; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	希望; 失望; 哭泣; 痛苦; 死亡; 主妇; 伤心; 孤独; 崩溃; 抑郁; 哭	10; 8; 6; 6; 5; 4; 3; 3; 3; 3; 2	痛苦; 磨难; 折磨; 人民; 困难; 坚持; 经历; 耶稣; 艰辛; 艰难; 人生; 佛祖	12; 6; 5; 3; 3; 3; 3; 3; 3; 3; 2; 2	Angst; Trauer; Hilflosigkeit; Hoffnungslosigkeit; Sorge; Depression; Stress; Tränen; negativ; trauer; traurig; weinen	8; 7; 6; 4; 4; 3; 3; 3; 3; 3; 3; 3	Pech; Unfall; Glück; Tod; traurig; Trauer; schlimm; Katastrophe; Schicksal	25; 16; 8; 8; 7; 4; 4; 3; 3	verdriet; depressie; hoop; tranen; zelfmoord; dood; hopeloos; angst; daad; huilen; radeloos; paniek; zwart; depressief; drama; droefheid; droevig; hulp; miserie; moed	14; 9; 9; 8; 8; 7; 7; 6; 6; 6; 6; 4; 4; 3; 3; 3; 3; 3; 3; 3	miserie; armoede; oorlog; verdriet; afrika; pijn; ziekte; ramp; slecht; erg; honger; pech; zwart; misere; narigheid; tegenslag; arm; armoe; chaos; dood	40; 29; 15; 12; 9; 9; 7; 6; 5; 4; 4; 4; 4; 3; 3; 3; 2; 2; 2; 2	angustia; ansiedad; miedo; nervios; tristeza; dolor; desesperanza; frustración; ayuda; estrés; temor	20; 18; 9; 7; 7; 5; 4; 4; 3; 3; 3	pobreza; hambre; tristeza; pobre; poco; dolor; ignorancia; indigencia; nada	51; 11; 11; 7; 6; 3; 2; 2; 2
904	doctor	professor	nouns	医生	教授	médico	profesor	dokter	professor	Arzt	Professor	0.9090909090909092	2.1538461538461537	0.8	1.658275058275058	3.75862068965517	2.9538461538	medicine; nurse; lawyer; patient; hospital; physician; health; medical; sick; who; coat; office; dentist; surgeon; appointment; fix; healer; illness; smart; stethoscope	25; 23; 12; 12; 11; 11; 10; 10; 10; 9; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3	teacher; university; college; doctor; school; smart; lecturer; mentor; educated; old; tweed; instructor; master; science; teach; academic; educator; English; intelligent; lecture	58; 26; 10; 10; 7; 7; 6; 6; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3	护士; 白大褂; 医院; 病人; 听诊器; 手术; 看病; 医闹; 白衣天使	20; 12; 11; 7; 5; 5; 4; 3; 3	大学; 老师; 传授; 学术; 学生; 博士; 知识; 论文; 博学; 教学; 科研; 上课; 严肃; 严谨; 儒雅; 副教授; 厉害	12; 12; 6; 6; 5; 4; 4; 4; 3; 3; 3; 2; 2; 2; 2; 2; 2	Doktor; Medizin; Krankenhaus; weiß; Kittel; Krankheit; krank; Hilfe; Wartezimmer; heilen; Klinik; Praxis; Spritze	17; 16; 11; 8; 7; 7; 6; 5; 4; 4; 3; 3; 3	Universität; Uni; Student; Dozent; Studium; Titel; Vorlesung; alt; Doktor; Wissen; Wissenschaft; schlau; Brille; Lehrer	21; 15; 7; 5; 5; 5; 5; 5; 4; 4; 4; 4; 3; 3	ziek; wit; pijn; ziekte; ziekenhuis; wachten; arts; medicijnen; onderzoek; stethoscoop; genezen; medicatie; spuit; wachtkamer; huisarts; jas; naald; rijk; slim; wachtzaal	31; 27; 18; 13; 9; 8; 7; 7; 6; 6; 5; 5; 5; 5; 4; 4; 4; 4; 4; 4	universiteit; leraar; geleerd; les; slim; verstrooid; docent; aula; bril; dokter; gobelijn; saai; studeren; unief; unif; univ; wijs; boeken; examen; hoogleraar	41; 15; 14; 10; 10; 10; 7; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 3; 3; 3	doctor; enfermedad; salud; medicina; hospital; túnica; cura; profesional; enfermo; remedios; curar; blanco; profesión	25; 18; 14; 10; 9; 7; 6; 6; 5; 5; 4; 3; 3	maestro; docente; enseñanza; conocimiento; alumno; aprender; liceo; clase; educación; guía; universidad; escuela; libro; aula; autoridad; educador	15; 12; 9; 8; 7; 7; 7; 6; 6; 6; 5; 4; 4; 3; 3; 3
915	car	carriage	nouns	汽车	运输	coche	carro	auto	rijtuig	Auto	Kutsche	1.9090909090909087	2.5384615384615383	4.9	2.435780885780886	4.7	2.8615384614	drive; auto; vehicle; truck; automobile; road; transport; travel; wheels; transportation; race; Toyota; train; accident; engine; red; van; Ford; gas; go	21; 19; 15; 13; 12; 8; 8; 8; 8; 7; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3	horse; baby; buggy; train; wheels; marriage; cart; car; Cinderella; house; ride; under; horseless; posture; wedding; carry; miscarriage; old; princess; pumpkin	66; 20; 13; 11; 10; 8; 7; 6; 5; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	汽油; 轮胎; 交通; 火车; 交通工具; 公路; 司机; 轮船; 驾照; 驾驶; 发动机; 宝马	10; 5; 4; 4; 3; 3; 3; 3; 3; 3; 2; 2	快递; 交通; 卡车; 车; 汽车; 火车; 物流; 货物; 船; 飞机	14; 9; 9; 9; 8; 8; 6; 6; 5; 5	fahren; Räder; Mobilität; Fahrzeug; Motor; Benzin; Fahren; Reifen; Audi; Rad; Stau; Straße; Unfall	15; 7; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	Pferde; Pferd; Kutscher; Hochzeit; Mittelalter; Holz; König; Rad; Romantik; Wagen; Wien	27; 18; 10; 9; 4; 3; 3; 3; 3; 3; 3	rijden; stuur; wielen; verkeer; rijbewijs; banden; benzine; file; rood; vervoer; snel; ongeval; motor; vervuiling; weg; botsing; duur; garage; gordel; ongeluk	24; 17; 16; 13; 12; 9; 9; 9; 9; 9; 8; 6; 5; 5; 5; 4; 4; 3; 3; 3	auto; koets; paard; fiets; trein; kar; tram; wielen; paardenkoets; koetsier; vervoer; wagen; brommer	51; 51; 36; 22; 16; 11; 6; 6; 5; 4; 4; 4; 3	auto; bebé; vehículo; manejar; ruedas; carro; ómnibus; comodidad; locomoción; paseo; rojo; transporte; accidente; automóvil	49; 11; 11; 6; 5; 4; 4; 3; 3; 3; 3; 3; 2; 2	auto; caballo; ruedas; supermercado; transporte; coche; rueda; vehículo; automóvil	33; 29; 7; 6; 6; 5; 5; 5; 3
931	rat	mouse	nouns	鼠	老鼠	rata	ratón	rat	muis	Ratte	Maus	5.636363636363637	2.6153846153846154	4.4	3.33916083916084	3.43333333333333	3.7384615386	mouse; tail; rodent; cat; animal; dirty; gross; disease; snitch; vermin; fink; teeth; bat; grey; plague; sewer; cheese; cute; hat	39; 21; 17; 16; 8; 8; 7; 6; 6; 6; 5; 5; 4; 4; 4; 4; 3; 3; 3	cat; computer; cheese; trap; rat; rodent; small; grey; tail; house; squeak; hole; cute; furry; Mickey; animal; cookie	27; 24; 23; 22; 18; 13; 12; 8; 7; 6; 6; 5; 4; 4; 4; 3; 3	猫; 老鼠; 动物; 生肖; 鼠年; 仓鼠; 牛; 贼眉鼠眼; 大象; 恶心; 米老鼠	18; 16; 7; 6; 6; 4; 4; 4; 3; 3; 3	猫; 杰瑞; 动物; 大米; 脏; 奶酪; 屎; 猫和老鼠; 耗子; 肮脏; 人人喊打; 仓鼠; 偷; 害怕; 害虫	29; 5; 4; 4; 4; 3; 3; 3; 3; 3; 2; 2; 2; 2; 2	Maus; Schwanz; Tier; Pest; grau; Nagetier; Kanalisation; Ekel; Kanal; Nager; eklig; Fell	17; 12; 10; 9; 8; 7; 6; 4; 4; 4; 4; 3	Katze; Computer; klein; Käse; grau; Tier; Ratte; Hund; Nagetier; Schwanz; Ekel	28; 17; 12; 10; 9; 8; 7; 5; 4; 4; 2	muis; vies; staart; riool; dier; ongedierte; vuil; grijs; knaagdier; tanden; ziekte; klein; angst; bang; gracht; kat; lange staart; beek	43; 37; 22; 21; 17; 9; 8; 6; 6; 6; 6; 5; 4; 4; 4; 4; 4; 3	kat; grijs; kaas; klein; dier; staart; computer; val; wit; bang; lief; muizenval; piep; tom en jerry; vies; snel	36; 34; 30; 27; 12; 11; 10; 10; 8; 6; 6; 6; 6; 6; 6; 5	ratón; animal; roedor; asco; cola; feo; sucio; gris; laboratorio; mamífero; plaga; de laboratorio; enfermedad; mala persona; mugre; queso; alcantarilla	16; 15; 12; 9; 7; 7; 6; 4; 4; 4; 4; 3; 3; 3; 3; 3; 2	roedor; animal; queso; cola; mouse; gato; gris; rata; pequeño; asco; computadora; chico; feo; Mickey	18; 16; 11; 9; 9; 8; 8; 8; 7; 4; 4; 3; 3; 3
940	music	melody	nouns	音乐	旋律	música	melodía	muziek	melodie	Musik	Melodie	3.636363636363636	2.5384615384615383	4.0	3.566083916083917	4.86206896551724	4.5230769228	notes; song; melody; sound; dance; piano; sing; play; tune; band; rock; classical; life; listen; orchestra; rhythm; score; symphony; beautiful; Beethoven	22; 16; 14; 11; 10; 8; 8; 7; 7; 6; 5; 4; 4; 4; 4; 4; 4; 4; 3; 3	song; music; tune; harmony; notes; sing; rhythm; sound; hum; beautiful; birds singing; blonde; dance	66; 51; 36; 18; 11; 7; 6; 6; 4; 3; 2; 2; 2	贝多芬; 好听; 乐器; 乐谱; 钢琴; 音符; 五线谱; 古典; 唱歌; 快乐; 演奏; 美妙; 艺术; 莫扎特; 交响乐; 享受	6; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3; 2; 2	音乐; 动听; 钢琴; 歌曲; 优美; 节奏; 小提琴; 音符; 乐器; 乐谱	35; 10; 9; 8; 7; 6; 5; 4; 3; 3	Noten; hören; Klang; Instrument; Note; Radio; Gitarre; Klavier; singen; spielen; Entspannung; Gesang; Melodie; Metal; Ton; Töne	16; 8; 7; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3	Musik; Lied; singen; schön; Instrument; Noten; Klavier; Note; Ton	33; 23; 10; 7; 6; 6; 3; 3; 3	radio; cd; dansen; gitaar; feest; noot; piano; concert; luisteren; luid; mooi; noten; rock; sfeer; zingen; festival; fuif; uitgaan; drum; gevoelens	25; 17; 13; 13; 9; 9; 8; 6; 6; 5; 5; 5; 5; 5; 5; 4; 4; 4; 3; 3	muziek; lied; deuntje; zang; zingen; noten; mooi; vrolijk; aangenaam; klank; ritme; dansen; instrument; toon	70; 43; 17; 14; 11; 10; 7; 7; 5; 5; 5; 4; 4; 4	sonido; guitarra; melodía; arte; alegría; armonía; piano; bailar; instrumento; notas; ritmo; canción; cantar; compañía; diversión; letra	14; 10; 10; 8; 7; 6; 6; 4; 4; 4; 4; 3; 3; 3; 3; 3	música; canción; armonía; notas; arte; instrumentos; alabanza; alegre; alegría; baile; dulce	51; 20; 8; 4; 3; 3; 2; 2; 2; 2; 2
964	situation	condition	nouns	情况	状态	situación	condición	situatie	voorwaarde	Lage	Umstand	3.8181818181818175	2.076923076923077	4.3	2.953379953379953	1.16666666666667	2.8615384614	problem; Jersey Shore; place; event; room; circumstance; bad; context; occurrence; predicament; sticky; good; location; setting; comedy; difficult; happening; now; test; the	19; 11; 11; 10; 10; 8; 7; 5; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3	state; health; situation; good; shampoo; shape; hair; illness; status; ailment; air; bad; sick; terms; weather; being; disease; new; poor; quality	25; 13; 11; 10; 9; 9; 7; 6; 6; 4; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3	状况; 情形; 紧急; 什么; 问题; 危险; 不明; 严重; 出事了; 发生; 坏; 好	8; 5; 5; 4; 4; 3; 2; 2; 2; 2; 2; 2	好; 良好; 不好; 心情; 不佳; 工作; 调整; 位置; 差	9; 6; 5; 5; 4; 3; 3; 2; 2	Situation; Ort; Karte; Position; Schicht; Plan; Bett; Garten; Hang; Haus; Platz	14; 12; 6; 6; 5; 4; 2; 2; 2; 2; 2	schwanger; Schwangerschaft; Gegebenheit; Zustand; Bedingung; Situation; Aufwand; Hindernis; Schwierigkeit; Mode; Tatsache	14; 12; 7; 7; 6; 5; 4; 4; 4; 3; 3	toestand; gebeurtenis; omstandigheid; moeilijk; moment; plaats; probleem; geval; nu; schets; vervelend; ligging; omgeving; afhankelijk van; moeilijkheden; ongeval; onverwacht; oplossen; verkeer; voorval	23; 16; 11; 8; 7; 7; 7; 6; 5; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3; 3	conditie; eis; contract; beperking; reden; vereiste; als; regel; afspraak; nodig; onderhandeling; voldoen; criterium; gevolg; indien; kleine letters; mits; moeten; niet leuk	28; 21; 12; 10; 8; 8; 7; 7; 6; 5; 4; 4; 3; 3; 3; 3; 3; 3; 3	momento; estado; problema; hecho; lugar; ocasión; complicada; incómoda; límite; sentimental; caso; conflicto; está	16; 8; 8; 7; 6; 5; 4; 4; 4; 4; 3; 3; 3	límite; regla; requisito; cláusula; estado; pauta; contrato; limitación; acuerdo; aptitud; característica	10; 7; 7; 5; 5; 5; 3; 3; 2; 2; 2
989	book	literature	nouns	书	文学	libro	literatura	boek	literatuur	Buch	Literatur	2.0	2.5384615384615383	2.3	2.5032051282051286	4.26666666666667	4.3846153848	read; page; library; paper; mark; novel; tome; story; write; cover; knowledge; literature; relax; study; volume; end; hardcover; learn; love; shelf	59; 15; 11; 9; 7; 7; 7; 6; 6; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3	books; reading; English; words; stories; novels; writing; classic; class; magazine; poetry; arts; library; study; fiction; ideas; language	81; 28; 16; 14; 10; 8; 8; 7; 5; 5; 5; 4; 4; 4; 3; 3; 3	知识; 书架; 本; 课本; 字; 学习; 纸; kindle; 书本; 厚; 图书馆; 小说	12; 7; 6; 4; 3; 3; 3; 2; 2; 2; 2; 2	小说; 书; 文字; 艺术; 作家; 写作; 创作; 作品; 少女; 文化; 文章; 红楼梦	11; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	lesen; Lesen; Seite; Seiten; Papier; Literatur; Autor; Bibliothek; Heft; Bildung; Buchstaben; Wissen	28; 12; 9; 9; 8; 5; 4; 4; 4; 3; 3; 3	Buch; Bücher; lesen; Lesen; Autor; Goethe; Wissenschaft; Bibliothek; Schriftsteller	26; 17; 12; 8; 6; 5; 5; 4; 4	lezen; ontspanning; papier; letters; bibliotheek; spannend; bladzijde; kaft; roman; rust; vakantie; verhaal; dik; schrijven; schrijver; bed; blad; informatie; literatuur; saai	66; 12; 12; 11; 10; 9; 8; 8; 8; 8; 6; 5; 4; 4; 4; 3; 3; 3; 3; 3	boeken; lezen; schrijver; bibliotheek; roman; tekst; schrijven; gedicht; moeilijk; poezie; prijs; auteur; bib; cultuur; letterkunde; nobelprijs; ontspanning; school; studeren	81; 35; 26; 9; 8; 8; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3	historia; lectura; conocimiento; leer; imaginación; estudio; saber; entretenimiento; estudiar; hojas; letras; mundo; autor; novela; placer; biblioteca; compañero; cuaderno	11; 11; 10; 10; 6; 5; 5; 4; 4; 4; 4; 4; 3; 3; 3; 2; 2; 2	libros; letras; arte; leer; cultura; lectura; biblioteca; Borges; cuento; poesía; autores; novelas; poema; clásica	43; 9; 7; 7; 5; 5; 4; 4; 4; 4; 3; 3; 3; 2
1005	opinion	idea	nouns	意见	主意	opinión	idea	mening	idee	Meinung	Idee	3.727272727272727	2.769230769230769	3.9	3.2186480186480195	2.93103448275862	2.7230769228	thought; idea; belief; fact; argument; mine; bias; onion; newspaper; personal; thoughts; matter; mind; view; editorial; everyone; paper; perspective; politics; state	20; 16; 8; 8; 7; 7; 6; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3	thought; light bulb; good; concept; bright; creative; inspiration; new; plan; smart; notion; invention; mind; big; brain; brainstorm; man	68; 26; 13; 11; 8; 8; 7; 7; 7; 6; 5; 4; 4; 3; 3; 3; 3	建议; 提出; 不合; 不同; 分歧; 反馈; 领袖; 争吵; 反对	24; 7; 3; 3; 3; 3; 3; 2; 2	想法; 思考; 好; 点子; 主观; 意见; 聪明; 不错; 决定; 创造; 办法	16; 6; 5; 4; 3; 3; 3; 2; 2; 2; 2	Diskussion; Ansicht; Idee; haben; Politik; Standpunkt; Streit; eigene; meine; Meinungsfreiheit; bilden; eigen; subjektiv; vertreten; Bildung; Debatte	9; 5; 5; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3; 2; 2	Einfall; Gedanke; Kreativität; Geistesblitz; Kopf; Vorschlag; gut; Glühbirne; Lösung; haben; kreativ	15; 11; 7; 6; 4; 4; 4; 3; 3; 3; 3	opinie; gedacht; idee; persoonlijk; eigen; discussie; politiek; uiten; krant; oordeel; overtuiging; visie; vrijheid; eerlijk; geven; opkomen; belangrijk; gedachten; geen; luisteren	29; 17; 14; 14; 9; 8; 8; 7; 6; 6; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3	denken; lamp; gedachte; plan; goed; creatief; inval; licht; ingeving; oplossing; eureka; gloeilamp; nieuw; uitvinding; inspiratie; leuk; doen; dromen; hoofd; initiatief	25; 25; 22; 13; 11; 10; 9; 8; 7; 7; 6; 6; 6; 5; 4; 4; 3; 3; 3; 3	idea; pensamiento; personal; expresión; pensar; decir; palabras; visión; cambio; criterio; dar; debate; dialogo	16; 10; 5; 4; 4; 3; 3; 3; 2; 2; 2; 2; 2	pensamiento; lamparita; creatividad; cerebro; pensar; luz; proyecto; solución; buena; imaginación; plan; argumento	20; 9; 7; 6; 6; 5; 4; 4; 3; 3; 3; 2
1026	crime	theft	nouns	犯罪	盗窃	crimen	robo	misdaad	diefstal	Verbrechen	Diebstahl	3.4545454545454546	2.230769230769231	3.1	3.0949883449883444	4.42857142857143	3.5538461538	police; punishment; criminal; jail; bad; law; gun; illegal; murder; steal; spree; theft; victim; black; prison; wrong; arson; dangerous; felony; gang	23; 22; 18; 14; 12; 11; 9; 9; 9; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3	steal; thief; robbery; crime; take; burglar; rob; car; loss; robber; burglary; wrong; bad; bank; black; crook; evil; heist; illegal; jail	55; 20; 16; 15; 10; 7; 6; 5; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3	警察; 监狱; 罪犯; 杀人; 坐牢; 心理; 罪恶; 法律; 犯人; 吴亦凡; 嫌疑人; 分子; 判刑; 坏人; 强奸; 惩罚	14; 11; 11; 8; 5; 5; 5; 4; 4; 3; 3; 2; 2; 2; 2; 2	小偷; 犯罪; 贼; 偷; 入室; 偷窃; 判刑; 抢劫; 钱; 不道德; 失窃	23; 13; 7; 4; 4; 3; 3; 3; 3; 2; 2	Gewalt; Polizei; Gefängnis; Gericht; Mord; Strafe; Dieb; Straftat; Diebstahl; Raub; Täter; Verbrecher; Einbruch; Gesetz	8; 8; 7; 7; 7; 7; 5; 5; 4; 4; 4; 4; 3; 3	Polizei; Dieb; Geld; Einbruch; Gefängnis; Raub; klauen; Straftat; Verlust; Fahrrad; Gauner; Laden; Verbrechen; stehlen; unrecht	13; 7; 7; 6; 6; 6; 6; 4; 4; 3; 3; 3; 3; 3; 3	moord; politie; diefstal; crimineel; straf; gevangenis; criminaliteit; slecht; dood; geweld; bloed; gerecht; misdadiger; misdrijf; pijn; stelen; dief; fout; gevang; rechtbank	31; 17; 15; 13; 13; 11; 10; 8; 7; 6; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3	dief; politie; geld; inbraak; stelen; pikken; juwelen; auto; verlies; misdaad; roof; bandiet; boef; fiets; inbreker; fout; inbreken; oneerlijk	35; 21; 17; 16; 16; 9; 8; 6; 6; 5; 5; 4; 4; 4; 4; 3; 3; 3	muerte; asesinato; castigo; asesino; delito; robo; sangre; dolor; ladrón; policía; justicia; maldad; cárcel; miedo; víctima; cuchillo	16; 14; 9; 8; 8; 8; 8; 5; 5; 5; 4; 4; 3; 3; 3; 2	ladrón; hurto; asalto; policía; arma; joyas; delito; plata; casa; dinero; injusticia; negro; rapiña; delincuente	34; 19; 8; 7; 5; 5; 4; 4; 3; 3; 3; 3; 3; 2
1061	stupid	dumb	adjectives	蠢	笨	estúpido	tonto	stom	dom	dumm	blöd	5.818181818181818	5.384615384615385	4.9	5.081293706293706	4.23333333333333	5.6769230772	dumb; idiot; ignorant; smart; person; silly; slow; unintelligent; idiotic; cow; foolish; moron; uneducated; unthinking; asinine; fool; imbecile; inane; mistake	56; 27; 18; 13; 7; 6; 6; 6; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3	stupid; idiot; ass; mute; dumber; deaf; ignorant; unintelligent; smart; silly; person; silent; thick; and dumber; dumbo; dunce; fool; moron	62; 18; 15; 13; 9; 8; 8; 8; 7; 6; 4; 4; 4; 3; 3; 3; 3; 3	笨; 傻; 猪; 愚蠢; 笨蛋; 蛋; 人; 呆; 愚	17; 9; 8; 5; 3; 3; 2; 2; 2	蠢; 聪明; 傻; 笨蛋; 可爱; 呆; 小孩; 愚蠢; 鸟; 蛋	15; 10; 8; 6; 4; 4; 4; 4; 4; 3	blöd; schlau; doof; dämlich; Idiot; ungebildet; Beleidigung; IQ; Intelligenz	18; 13; 7; 5; 4; 3; 2; 2; 2	dumm; doof; Dumm; Idiot; Depp; Situation; Doof; Mensch; SCHEISSE	32; 15; 5; 4; 3; 3; 2; 2; 2	dom; doof; niet leuk; lomp; onnozel; idioot; dwaas; sprakeloos; slim; vervelend; handicap; achterlijk; jammer; praten; blunder; kiek; oninteressant; onverstandig; saai; stil	55; 24; 19; 15; 13; 10; 7; 7; 6; 6; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3	slim; stom; ezel; idioot; iq; achterlijk; blond; lomp; niet slim; dwaas; school; intelligentie; onwetend; slechte punten; debiel; lelijk; meisjes van daarnet; studeren; vervelend	31; 23; 8; 8; 8; 7; 7; 7; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	tonto; bobo; idiota; insulto; tarado; imbécil; lento; malo; nabo	22; 13; 13; 11; 7; 6; 4; 4; 3	bobo; idiota; estúpido; boludo; burro; lelo; nabo; tarado; inteligencia; crédulo; fácil; ido; incapaz; inútil; opa	36; 7; 6; 5; 5; 5; 5; 5; 4; 3; 3; 3; 3; 3; 3
